signal_date,report_bucket,stock_id,stock_name,model_id,model_name_zh,model_group,model_score,model_rank,effective_primary_theme,risk_penalty_tags,next_confirmation
20260529,non_mainstream,2610,華航,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,79.0,1,航運業,,確認放量站上頸線/平台壓力，且收盤靠近高點。
20260529,non_mainstream,2618,長榮航,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,70.7,4,航運業,,確認放量站上頸線/平台壓力，且收盤靠近高點。
20260529,non_mainstream,2850,新產,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,74.8,2,金融保險業,,確認突破後不跌回平台/頸線，量能不要爆量失控或長上影。
20260529,non_mainstream,2882,國泰金,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,66.8,7,金融保險業,,確認放量站上頸線/平台壓力，且收盤靠近高點。
20260529,non_mainstream,2885,元大金,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,71.8,3,金融保險業,,確認放量站上頸線/平台壓力，且收盤靠近高點。
20260529,non_mainstream,2891,中信金,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,67.5,5,金融保險業,,確認放量站上頸線/平台壓力，且收盤靠近高點。
20260529,non_mainstream,4306,炎洲,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,59.4,14,塑膠工業,,確認放量站上頸線/平台壓力，且收盤靠近高點。
20260529,non_mainstream,5522,遠雄,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,67.4,6,建材營造,,確認放量站上頸線/平台壓力，且收盤靠近高點。
20260529,non_mainstream,6757,台灣虎航,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,49.3,18,航運業,tdcc_distribution_penalty,用於抓回檔後恢復動能的股票；若再跌破23EMA且站不回需退出/降風險。
20260529,non_mainstream,6861,睿生光電,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,64.8,8,生技醫療業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,9103,美德醫療-DR,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,42.0,22,DR_or_foreign_listing,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,9914,美利達,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,58.0,15,運動休閒,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,9933,中鼎,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,42.0,23,其他,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,9939,宏全,pullback_short_reclaim,回檔後短線轉強模型,pdf_core_model,58.0,16,其他,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,1514,亞力,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,46,重電電網,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,1590,亞德客-KY,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,65.5,9,機器人,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,1597,直得,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,66.5,8,機器人自動化,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2345,智邦,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,65.0,11,CPO光通訊,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2347,聯強,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,14,電子通路業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2363,矽統,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,15,半導體業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2368,金像電,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.3,13,PCB_CCL_ABF材料,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2374,佳能,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,72.4,1,機器人,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2382,廣達,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,69.5,5,AI伺服器,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2383,台光電,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,65.5,10,PCB_CCL_ABF材料,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2388,威盛,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,47,半導體業_待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,2404,漢唐,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,16,半導體設備_CoWoS,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2436,偉詮電,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,48,半導體業_待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,2451,創見,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,70.0,4,記憶體儲存,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2455,全新,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,17,低軌衛星,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2465,麗臺,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,18,電腦及週邊設備業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2467,志聖,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,19,半導體設備_CoWoS,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2476,鉅祥,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,20,電子零組件業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2485,兆赫,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,21,通信網路業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,2486,一詮,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,49,光電業_待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,3003,健和興,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,22,電子零組件業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,3017,奇鋐,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,50.1,44,散熱液冷,tdcc_distribution_penalty,用來尋找營收已改善但價格尚未完全反應的股票；突破平台或量價轉強是後續加碼/確認條件。
20260529,mainstream,3025,星通,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,50,通信網路業_待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,3028,增你強,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,23,電子通路業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,3030,德律,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,70.7,2,其他電子業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,3044,健鼎,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,24,PCB_CCL_ABF材料,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,3062,建漢,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,51,通信網路業_待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,3138,耀登,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,25,通信網路業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,3443,創意,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,59.2,39,半導體業_待細分,tdcc_distribution_penalty,用來尋找營收已改善但價格尚未完全反應的股票；突破平台或量價轉強是後續加碼/確認條件。
20260529,mainstream,3550,聯穎,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,26,電子零組件業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,3702,大聯大,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,27,電子通路業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,3715,定穎投控,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,28,電子零組件業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,4540,全球傳動,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,52,機器人自動化_電機機械待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,4576,大銀微系統,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,29,機器人,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,4934,太極,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,69.0,6,光電業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,4949,有成精密,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,30,光電業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,4967,十銓,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,54.0,43,半導體業_待細分,tdcc_distribution_penalty,用來尋找營收已改善但價格尚未完全反應的股票；突破平台或量價轉強是後續加碼/確認條件。
20260529,mainstream,4989,榮科,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,49.7,45,電子零組件業_待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,5269,祥碩,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,53,半導體業_待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,5388,中磊,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,69.0,7,網通交換器,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,5469,瀚宇博,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,54,電子零組件業_待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,6108,競國,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,55,電子零組件業_待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,6139,亞翔,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,56,其他電子業_待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,6152,百一,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,57,通信網路業_待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,6209,今國光,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,31,光電業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,6214,精誠,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,70.3,3,資訊服務業_待細分,,確認放量站上頸線/平台壓力，且收盤靠近高點。
20260529,mainstream,6215,和椿,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,32,其他電子業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,6438,迅得,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,65.0,12,其他電子業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,6669,緯穎,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,55.5,41,AI伺服器,tdcc_distribution_penalty,用來尋找營收已改善但價格尚未完全反應的股票；突破平台或量價轉強是後續加碼/確認條件。
20260529,mainstream,6781,AES-KY,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,58,電子零組件業_待細分,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,6805,富世達,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,63.0,38,散熱液冷,tdcc_distribution_penalty,用來尋找營收已改善但價格尚未完全反應的股票；突破平台或量價轉強是後續加碼/確認條件。
20260529,mainstream,6830,汎銓,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,33,其他電子業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,8021,尖點,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,34,其他電子業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,8046,南電,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,59,PCB_CCL_ABF材料,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,mainstream,8103,瀚荃,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,56.0,40,電子零組件業_待細分,tdcc_distribution_penalty,用來尋找營收已改善但價格尚未完全反應的股票；突破平台或量價轉強是後續加碼/確認條件。
20260529,mainstream,8112,至上,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,54.6,42,電子通路業_待細分,tdcc_distribution_penalty,用來尋找營收已改善但價格尚未完全反應的股票；突破平台或量價轉強是後續加碼/確認條件。
20260529,mainstream,8210,勤誠,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,35,電腦及週邊設備業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,8249,菱光,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,36,電子零組件業_待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,8374,羅昇,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,37,機器人自動化_電機機械待細分,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,8996,高力,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,60,散熱液冷,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,1316,上曜,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,69.0,7,建材營造,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,1449,佳和,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,66.2,15,紡織纖維,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,1533,車王電,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,49.2,34,汽車工業,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,1708,東鹼,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,70.0,5,化學工業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,1714,和桐,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,69.0,8,化學工業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,1773,勝一,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,37,化學工業,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,1808,潤隆,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,70.8,4,建材營造,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2009,第一銅,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,22,鋼鐵工業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2027,大成鋼,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,23,鋼鐵工業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2101,南港,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,69.0,9,橡膠工業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2241,艾姆勒,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,69.6,6,汽車工業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2442,新美齊,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,71.4,3,建材營造,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2515,中工,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,38,建材營造,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,2520,冠德,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,39,建材營造,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,2542,興富發,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,69.0,10,建材營造,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2548,華固,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,58.1,28,建材營造,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,2606,裕民,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,24,航運業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2637,慧洋-KY,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.8,18,航運業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2646,星宇航空,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,65.8,16,航運業,,確認放量站上頸線/平台壓力，且收盤靠近高點。
20260529,non_mainstream,2812,台中銀,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,40,金融保險業,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,2820,華票,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,41,金融保險業,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,2838,聯邦銀,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,50.3,32,金融保險業,tdcc_distribution_penalty,用來尋找營收已改善但價格尚未完全反應的股票；突破平台或量價轉強是後續加碼/確認條件。
20260529,non_mainstream,2845,遠東銀,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.2,36,金融保險業,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,2851,中再保,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,25,金融保險業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2867,三商壽,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,65.4,17,金融保險業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2882,國泰金,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,66.8,13,金融保險業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2883,凱基金,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,66.6,14,金融保險業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2889,國票金,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.4,35,金融保險業,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,2890,永豐金,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,56.6,29,金融保險業,tdcc_distribution_penalty,用來尋找營收已改善但價格尚未完全反應的股票；突破平台或量價轉強是後續加碼/確認條件。
20260529,non_mainstream,2891,中信金,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,67.5,11,金融保險業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2892,第一金,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,67.4,12,金融保險業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,2897,王道銀行,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.1,21,金融保險業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,4142,國光生,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,26,生技醫療業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,4739,康普,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.8,19,化學工業,,確認放量站上頸線/平台壓力，且收盤靠近高點。
20260529,non_mainstream,4764,雙鍵,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,74.4,1,化學工業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,5522,遠雄,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,72.4,2,建材營造,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,6177,達麗,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,53.3,31,建材營造,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,6753,龍德造船,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,55.8,30,航運業,tdcc_distribution_penalty,用來尋找營收已改善但價格尚未完全反應的股票；突破平台或量價轉強是後續加碼/確認條件。
20260529,non_mainstream,6757,台灣虎航,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,49.3,33,航運業,tdcc_distribution_penalty,用來尋找營收已改善但價格尚未完全反應的股票；突破平台或量價轉強是後續加碼/確認條件。
20260529,non_mainstream,6861,睿生光電,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.8,20,生技醫療業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,non_mainstream,7780,大研生醫*,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,42,食品工業,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,9945,潤泰新,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,48.0,43,其他,tdcc_distribution_penalty,先看 TDCC 是否停止轉弱，再看價格能否守住 MA20/EMA23 與突破區。
20260529,non_mainstream,9958,世紀鋼,revenue_unreacted_range,營收爆發但股價尚未反應模型,pdf_core_model,64.0,27,鋼鐵工業,,等待量價、TDCC、相對強弱至少一項轉強。
20260529,mainstream,1530,亞崴,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,1,機器人自動化_電機機械待細分,bb_width_extreme,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,1570,力肯,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,2,機器人自動化_電機機械待細分,bb_width_extreme,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2303,聯電,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,3,半導體業_待細分,bb_width_extreme,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2305,全友,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,4,電腦及週邊設備業_待細分,bb_width_extreme,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2312,金寶,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,5,其他電子業_待細分,,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2317,鴻海,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,6,AI伺服器,,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2344,華邦電,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,7,記憶體儲存,,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2351,順德,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,8,半導體業_待細分,,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2353,宏碁,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,9,電腦及週邊設備業_待細分,bb_width_extreme,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2356,英業達,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,10,AI伺服器,bb_width_extreme,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2357,華碩,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,11,電腦及週邊設備業_待細分,,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2369,菱生,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,12,半導體業_待細分,bb_width_extreme,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2375,凱美,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,86.8,65,被動元件,kd_overheated|two_week_return_too_extended|bb_width_extreme,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2376,技嘉,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,13,電腦及週邊設備業_待細分,,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
20260529,mainstream,2408,南亞科,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,pdf_specialty_section,100.0,14,記憶體儲存,,短線延續專項；用隔日開盤為進場原點，檢查D+1到D+10收盤/最高價。
